Accident_Index,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901CW11009,26-05-2021,May,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.50161,Darkness - lights lit,Westminster,None,-0.174681,1,2,Metropolitan Police,Dry,Single carriageway,30,22:00,Urban,Fine no high winds,Car
200901CW11010,26-05-2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.529685,Daylight,Camden,None,-0.124539,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:05,Urban,Fine no high winds,Car
200901CW11011,08-05-2021,May,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546017,Daylight,Brent,None,-0.202759,1,1,Metropolitan Police,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,Car
200901CW11013,21-05-2021,May,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.530123,Daylight,Camden,None,-0.1238,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:45,Urban,Fine no high winds,Car
200901CW11015,16-01-2021,Jan,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.524786,Darkness - lights lit,Camden,None,-0.116234,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,23:35,Urban,Fine no high winds,Car
200901CW11016,01-06-2021,Jun,2021,Monday,Auto traffic signal,Crossroads,Serious,51.524597,Daylight,Westminster,None,-0.189907,1,2,Metropolitan Police,Dry,Single carriageway,30,09:45,Urban,Fine no high winds,Car
200901CW11017,01-06-2021,Jun,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.554444,Daylight,Brent,None,-0.212813,1,2,Metropolitan Police,Dry,Single carriageway,30,17:37,Urban,Fine no high winds,Car
200901CW11018,01-06-2021,Jun,2021,Monday,Auto traffic signal,Crossroads,Serious,51.525567,Daylight,Camden,None,-0.125717,1,1,Metropolitan Police,Dry,Single carriageway,30,14:25,Urban,Fine no high winds,Other vehicle
200901CW11020,01-06-2021,Jun,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.538958,Daylight,Camden,None,-0.170735,1,1,Metropolitan Police,Dry,Single carriageway,30,08:51,Urban,Fine no high winds,Car
200901CW11022,01-05-2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.542949,Daylight,Camden,None,-0.144328,1,1,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11023,30-04-2021,Apr,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.506078,Darkness - lights lit,Westminster,None,-0.144241,1,2,Metropolitan Police,Dry,Single carriageway,30,03:35,Urban,Fine no high winds,Car
200901CW11024,15-05-2021,May,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.551793,Daylight,Camden,None,-0.18075,1,2,Metropolitan Police,Dry,Single carriageway,30,08:38,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11026,02-06-2021,Jun,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.525633,Daylight,Westminster,None,-0.187127,1,2,Metropolitan Police,Dry,Dual carriageway,30,11:33,Urban,Fine no high winds,Car
200901CW11027,02-06-2021,Jun,2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.52624,Daylight,Camden,None,-0.134051,1,1,Metropolitan Police,Dry,Dual carriageway,30,15:04,Urban,Fine no high winds,Car
200901CW11029,02-06-2021,Jun,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.512638,Daylight,Westminster,None,-0.121348,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Car
200901CW11030,02-06-2021,Jun,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.497631,Daylight,Kensington and Chelsea,None,-0.167492,1,1,Metropolitan Police,Dry,Single carriageway,30,17:37,Urban,Fine no high winds,Car
200901CW11031,02-06-2021,Jun,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.492463,Daylight,Westminster,None,-0.147675,1,2,Metropolitan Police,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CW11032,02-06-2021,Jun,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.506586,Daylight,Westminster,None,-0.147967,1,2,Metropolitan Police,Dry,Single carriageway,30,19:08,Urban,Fine no high winds,Car
200901CW11033,29-05-2021,May,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.539153,Daylight,Camden,None,-0.194954,1,1,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CW11035,02-06-2021,Jun,2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.514075,Daylight,Westminster,None,-0.172453,1,1,Metropolitan Police,Dry,Single carriageway,30,18:38,Urban,Fine no high winds,Car
200901CW11036,01-06-2021,Jun,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.544739,Daylight,Brent,None,-0.201511,1,2,Metropolitan Police,Dry,Single carriageway,30,08:13,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11037,30-05-2021,May,2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.541801,Darkness - lights lit,Camden,None,-0.145672,1,1,Metropolitan Police,Dry,Single carriageway,30,03:15,Urban,Fine no high winds,Car
200901CW11038,31-05-2021,May,2021,Sunday,Give way or uncontrolled,Private drive or entrance,Slight,51.555404,Daylight,Camden,None,-0.193301,1,2,Metropolitan Police,Dry,Single carriageway,30,12:35,Urban,Fine no high winds,Car
200901CW11039,30-05-2021,May,2021,Saturday,Auto traffic signal,Crossroads,Slight,51.500842,Daylight,Westminster,None,-0.126011,1,2,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
200901CW11040,27-05-2021,May,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.517567,Daylight,Camden,None,-0.12028,1,4,Metropolitan Police,Dry,Single carriageway,30,20:51,Urban,Fine no high winds,Car
200901CW11042,01-05-2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.518397,Daylight,Westminster,None,-0.167091,1,2,Metropolitan Police,Dry,Single carriageway,30,07:35,Urban,Fine no high winds,Car
200901CW11043,15-05-2021,May,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514654,Daylight,Westminster,None,-0.146343,1,2,Metropolitan Police,Dry,Single carriageway,30,17:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11046,29-05-2021,May,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.485689,Daylight,Westminster,None,-0.145789,1,2,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
200901CW11048,31-05-2021,May,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510435,Darkness - lights lit,Westminster,None,-0.129797,1,1,Metropolitan Police,Dry,Single carriageway,30,03:30,Urban,Fine no high winds,Car
200901CW11049,03-06-2021,Jun,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.524431,Daylight,Camden,None,-0.127782,1,2,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Car
200901CW11050,03-06-2021,Jun,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.520993,Daylight,Camden,None,-0.132103,1,1,Metropolitan Police,Dry,Single carriageway,20,17:35,Urban,Fine no high winds,Car
200901CW11053,01-06-2021,Jun,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.507269,Daylight,Westminster,None,-0.12863,6,3,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CW11054,31-05-2021,May,2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.552525,Daylight,Camden,None,-0.135716,1,1,Metropolitan Police,Dry,Single carriageway,30,16:35,Urban,Fine no high winds,Car
200901CW11055,27-05-2021,May,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.519349,Daylight,Westminster,None,-0.153215,1,1,Metropolitan Police,Dry,Single carriageway,30,08:15,Urban,Fine no high winds,Car
200901CW11056,22-05-2021,May,2021,Friday,Give way or uncontrolled,Private drive or entrance,Slight,51.492748,Daylight,Westminster,None,-0.137292,1,1,Metropolitan Police,Dry,Single carriageway,30,07:30,Urban,Fine no high winds,Car
200901CW11057,29-05-2021,May,2021,Friday,Auto traffic signal,Crossroads,Slight,51.533463,Daylight,Westminster,None,-0.187537,1,2,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,Car
200901CW11058,12-05-2021,May,2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.528598,Daylight,Westminster,None,-0.163798,1,2,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Car
200901CW11059,02-06-2021,Jun,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.509821,Daylight,Westminster,None,-0.136451,1,2,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car
200901CW11060,03-06-2021,Jun,2021,Wednesday,Auto traffic signal,Private drive or entrance,Slight,51.543139,Daylight,Camden,None,-0.150666,1,2,Metropolitan Police,Dry,Single carriageway,30,17:24,Urban,Fine no high winds,Car
200901CW11061,03-06-2021,Jun,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.551299,Darkness - lights lit,Camden,None,-0.166346,1,2,Metropolitan Police,Dry,Single carriageway,30,20:37,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CW11063,02-06-2021,Jun,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.538098,Daylight,Camden,None,-0.133277,2,2,Metropolitan Police,Dry,Single carriageway,30,17:46,Urban,Fine no high winds,Car
200901CW11064,04-06-2021,Jun,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.540131,Daylight,Camden,None,-0.142424,1,2,Metropolitan Police,Dry,Single carriageway,30,13:05,Urban,Fine no high winds,Car
200901CW11065,05-06-2021,Jun,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.539793,Daylight,Camden,None,-0.19565,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,15:59,Urban,Raining no high winds,Car
200901CW11066,05-06-2021,Jun,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.497252,Daylight,Westminster,None,-0.143447,1,1,Metropolitan Police,Dry,Single carriageway,30,12:10,Urban,Fine no high winds,Car
200901CW11067,04-06-2021,Jun,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.520656,Daylight,Camden,None,-0.116693,1,2,Metropolitan Police,Dry,Single carriageway,30,17:25,Urban,Fine no high winds,Car
200901CW11068,05-06-2021,Jun,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.549934,Darkness - lights lit,Camden,None,-0.153852,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:30,Urban,Fine no high winds,Car
200901CW11070,06-06-2021,Jun,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.514813,Darkness - lights lit,Westminster,None,-0.145039,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,00:49,Urban,Raining no high winds,Car
200901CW11071,06-06-2021,Jun,2021,Saturday,Auto traffic signal,Crossroads,Serious,51.538173,Darkness - lights lit,Camden,None,-0.138033,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,01:02,Urban,Raining no high winds,Car
200901CW11074,05-06-2021,Jun,2021,Friday,Auto traffic signal,Crossroads,Slight,51.528332,Daylight,Westminster,None,-0.181397,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,16:37,Urban,Fine no high winds,Car
200901CW11076,06-06-2021,Jun,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.517868,Daylight,Camden,None,-0.116664,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:50,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW11077,04-06-2021,Jun,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.516247,Daylight,Westminster,None,-0.161845,1,2,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,Car
200901CW11079,07-06-2021,Jun,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.540452,Darkness - lights lit,Camden,None,-0.139959,1,2,Metropolitan Police,Dry,Single carriageway,30,22:13,Urban,Fine no high winds,Car
200901CW11080,05-06-2021,Jun,2021,Friday,Give way or uncontrolled,Crossroads,Serious,51.514692,Daylight,Westminster,None,-0.137405,1,2,Metropolitan Police,Dry,Single carriageway,30,07:48,Urban,Fine no high winds,Car
200901CW11081,05-06-2021,Jun,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.531273,Daylight,Camden,None,-0.145235,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:10,Urban,Raining no high winds,Car
200901CW11082,05-06-2021,Jun,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.557928,Daylight,Camden,None,-0.187863,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:00,Urban,Fine no high winds,Car
200901CW11083,05-06-2021,Jun,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516073,Daylight,Westminster,None,-0.133746,1,2,Metropolitan Police,Dry,Single carriageway,30,08:59,Urban,Fine no high winds,Car
200901CW11084,04-06-2021,Jun,2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.53572,Daylight,Camden,None,-0.164953,1,2,Metropolitan Police,Dry,Single carriageway,30,08:37,Urban,Fine no high winds,Car
200901CW11085,04-06-2021,Jun,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516124,Daylight,Westminster,None,-0.171218,1,1,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Motorcycle 125cc and under
200901CW11086,03-06-2021,Jun,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.521801,Daylight,Westminster,None,-0.166234,1,2,Metropolitan Police,Dry,Single carriageway,30,10:20,Urban,Fine no high winds,Car
200901CW11087,04-06-2021,Jun,2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.521291,Daylight,Westminster,None,-0.168128,1,2,Metropolitan Police,Dry,Single carriageway,30,14:00,Urban,Fine no high winds,Car
200901CW11088,04-06-2021,Jun,2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.542489,Daylight,Camden,None,-0.195543,1,2,Metropolitan Police,Dry,Single carriageway,30,18:17,Urban,Fine no high winds,Motorcycle over 500cc
200901CW11089,04-06-2021,Jun,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546748,Daylight,Camden,None,-0.151385,1,1,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
200901CW11090,04-06-2021,Jun,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493232,Darkness - lights lit,Westminster,None,-0.139433,1,2,Metropolitan Police,Dry,Single carriageway,30,20:50,Urban,Fine no high winds,Car
200901CW11091,02-06-2021,Jun,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.494687,Daylight,Westminster,None,-0.129145,1,2,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
200901CW11092,31-05-2021,May,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.500711,Daylight,Westminster,None,-0.123423,1,2,Metropolitan Police,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,Car
200901CW11093,31-05-2021,May,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.517633,Daylight,Camden,None,-0.118836,1,1,Metropolitan Police,Dry,Dual carriageway,30,17:48,Urban,Fine no high winds,Car
200901CW11095,08-06-2021,Jun,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.515991,Daylight,Westminster,None,-0.145568,1,1,Metropolitan Police,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Car
200901CW11096,07-06-2021,Jun,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.550164,Daylight,Camden,None,-0.197547,1,1,Metropolitan Police,Dry,Single carriageway,30,13:23,Urban,Fine no high winds,Car
200901CW11097,10-06-2021,Jun,2021,Wednesday,Give way or uncontrolled,Roundabout,Slight,51.502064,Daylight,Westminster,None,-0.140658,1,2,Metropolitan Police,Dry,Roundabout,30,08:00,Urban,Fine no high winds,Car
200901CW11099,09-06-2021,Jun,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.528,Daylight,Camden,None,-0.131672,1,2,Metropolitan Police,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,Car
200901CW11100,08-06-2021,Jun,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513688,Daylight,Westminster,None,-0.130817,1,2,Metropolitan Police,Dry,Single carriageway,30,14:40,Urban,Fine no high winds,Car
200901CW11101,10-06-2021,Jun,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.519966,Daylight,Westminster,None,-0.169623,1,2,Metropolitan Police,Dry,Dual carriageway,50,08:53,Urban,Fine no high winds,Motorcycle over 500cc
200901CW11102,10-06-2021,Jun,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.519747,Daylight,Westminster,None,-0.144262,1,2,Metropolitan Police,Wet or damp,One way street,30,09:32,Urban,Raining no high winds,Car
200901CW11104,21-05-2021,May,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.554262,Daylight,Brent,None,-0.212676,1,2,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Car
200901CW11105,03-06-2021,Jun,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.515376,Daylight,Westminster,None,-0.140837,1,1,Metropolitan Police,Dry,Single carriageway,30,17:40,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CW11106,05-05-2021,May,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.544437,Daylight,Camden,None,-0.14744,1,2,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
